"";"Origin";"Rating";"Price";"Titles";"Awards";"Vintage";"Country"
"FritzHaag2014BraunebergerJufferSpätleseRiesling(Mosel)";"Germany";93;38;"FritzHaag2014BraunebergerJufferSpätleseRiesling(Mosel)";"";2014;"Germany"
"SchlossSaarstein2014SerrigSchlossSaarsteinerSpätleseGrosseLageRiesling(Mosel)";"Germany";93;38;"SchlossSaarstein2014SerrigSchlossSaarsteinerSpätleseGrosseLageRiesling(Mosel)";"";2014;"Germany"
"FritzHaag2014BraunebergerJufferErsteLageFeinherbRiesling(Mosel)";"Germany";93;43;"FritzHaag2014BraunebergerJufferErsteLageFeinherbRiesling(Mosel)";"";2014;"Germany"
"Johannishof2014RüdesheimerRamsteinErsteLageTrockenRiesling(Rheingau)";"Germany";92;32;"Johannishof2014RüdesheimerRamsteinErsteLageTrockenRiesling(Rheingau)";"";2014;"Germany"
"WeingutLiebfrauenstift2014WormserLiebfrauenstift-KirchenstückDryRiesling(Rheinhessen)";"Germany";92;31;"WeingutLiebfrauenstift2014WormserLiebfrauenstift-KirchenstückDryRiesling(Rheinhessen)";"";2014;"Germany"
"Wittmann2014100HillsDryRiesling(Rheinhessen)";"Germany";92;18;"Wittmann2014100HillsDryRiesling(Rheinhessen)";"Editors’Choice";2014;"Germany"
"Wittmann2014WesthofenMorsteinTrockenGGRiesling(Rheinhessen)";"Germany";92;92;"Wittmann2014WesthofenMorsteinTrockenGGRiesling(Rheinhessen)";"";2014;"Germany"
"MaximinGrünhäuser2014HerrenbergSpätleseRiesling(Mosel)";"Germany";92;38;"MaximinGrünhäuser2014HerrenbergSpätleseRiesling(Mosel)";"";2014;"Germany"
"Wittmann2014WesthofenAulerdeTrockenGGRiesling(Rheinhessen)";"Germany";92;72;"Wittmann2014WesthofenAulerdeTrockenGGRiesling(Rheinhessen)";"";2014;"Germany"
"FritzHaag2014BraunebergerJTrockenRiesling(Mosel)";"Germany";92;35;"FritzHaag2014BraunebergerJTrockenRiesling(Mosel)";"";2014;"Germany"
"MaximinGrünhäuser2014AbtsbergSuperiorRiesling(Mosel)";"Germany";92;66;"MaximinGrünhäuser2014AbtsbergSuperiorRiesling(Mosel)";"";2014;"Germany"
"SchlossJohannisberger2014GelbackFeinherbRiesling(Rheingau)";"Germany";92;30;"SchlossJohannisberger2014GelbackFeinherbRiesling(Rheingau)";"";2014;"Germany"
"Dr.H.Thanisch(ErbenThanisch)2014BerncastelerDoctorKabinettGoldCapRiesling(Mosel)";"Germany";92;49;"Dr.H.Thanisch(ErbenThanisch)2014BerncastelerDoctorKabinettGoldCapRiesling(Mosel)";"";2014;"Germany"
"FritzHaag2014BraunebergJufferSonnenuhrTrockenGGRiesling(Mosel)";"Germany";92;56;"FritzHaag2014BraunebergJufferSonnenuhrTrockenGGRiesling(Mosel)";"";2014;"Germany"
"WeingutAlbertGessinger2014ZeltingerSonnenuhrJosefsbergOldVinesSpätleseRiesling(Mosel)";"Germany";92;28;"WeingutAlbertGessinger2014ZeltingerSonnenuhrJosefsbergOldVinesSpätleseRiesling(Mosel)";"";2014;"Germany"
"WeingutLiebfrauenstift2014DryRiesling(Rheinhessen)";"Germany";91;16;"WeingutLiebfrauenstift2014DryRiesling(Rheinhessen)";"";2014;"Germany"
"CarlGraff2014GraacherHimmelreichSpätleseRiesling(Mosel)";"Germany";91;14;"CarlGraff2014GraacherHimmelreichSpätleseRiesling(Mosel)";"";2014;"Germany"
"FritzHaag2014JufferTrockenGGRiesling(Mosel)";"Germany";91;42;"FritzHaag2014JufferTrockenGGRiesling(Mosel)";"";2014;"Germany"
"FritzHaag2014TrockenRiesling(Mosel)";"Germany";91;22;"FritzHaag2014TrockenRiesling(Mosel)";"";2014;"Germany"
"MaximinGrünhäuser2014HerrenbergAlteRebenTrockenRiesling(Mosel)";"Germany";91;42;"MaximinGrünhäuser2014HerrenbergAlteRebenTrockenRiesling(Mosel)";"";2014;"Germany"
"MaximinGrünhäuser2014HerrenbergSuperiorRiesling(Mosel)";"Germany";91;59;"MaximinGrünhäuser2014HerrenbergSuperiorRiesling(Mosel)";"";2014;"Germany"
"Nauerth-Gnägy2014Ng.1Schweigen-RechtenbachTrockenRiesling(Pfalz)";"Germany";91;20;"Nauerth-Gnägy2014Ng.1Schweigen-RechtenbachTrockenRiesling(Pfalz)";"";2014;"Germany"
"Pflüger2014BuntsandsteinTrockenRiesling(Pfalz)";"Germany";91;20;"Pflüger2014BuntsandsteinTrockenRiesling(Pfalz)";"";2014;"Germany"
"FritzHaag2014Riesling(Mosel)";"Germany";91;22;"FritzHaag2014Riesling(Mosel)";"";2014;"Germany"
"FritzHaag2014BraunebergerFeinherbRiesling(Mosel)";"Germany";91;30;"FritzHaag2014BraunebergerFeinherbRiesling(Mosel)";"";2014;"Germany"
"Pflüger2014UngsteinerHerrenbergTrockenRiesling(Pfalz)";"Germany";90;32;"Pflüger2014UngsteinerHerrenbergTrockenRiesling(Pfalz)";"";2014;"Germany"
"Dr.H.Thanisch(ErbenThanisch)2014BernkastelerBadstubeSpätleseRiesling(Mosel)";"Germany";90;38;"Dr.H.Thanisch(ErbenThanisch)2014BernkastelerBadstubeSpätleseRiesling(Mosel)";"";2014;"Germany"
"CarlGraff2014SpätleseRiesling(Mosel)";"Germany";90;14;"CarlGraff2014SpätleseRiesling(Mosel)";"BestBuy";2014;"Germany"
"MaximinGrünhäuser2014AbtsbergAlteRebenTrockenRiesling(Mosel)";"Germany";90;48;"MaximinGrünhäuser2014AbtsbergAlteRebenTrockenRiesling(Mosel)";"";2014;"Germany"
"Johannishof2014ChartaRiesling(Rheingau)";"Germany";90;22;"Johannishof2014ChartaRiesling(Rheingau)";"";2014;"Germany"
"KarlSchaefer2014DürkheimerSpielbergErsteLageDryRiesling(Pfalz)";"Germany";90;34;"KarlSchaefer2014DürkheimerSpielbergErsteLageDryRiesling(Pfalz)";"";2014;"Germany"
"KarlSchaefer2014WachenheimerGerümpelErsteLageDryRiesling(Pfalz)";"Germany";90;34;"KarlSchaefer2014WachenheimerGerümpelErsteLageDryRiesling(Pfalz)";"";2014;"Germany"
"MaximinGrünhäuser2014FeinherbRiesling(Mosel)";"Germany";90;22;"MaximinGrünhäuser2014FeinherbRiesling(Mosel)";"";2014;"Germany"
"CarlGraff2014KabinettRiesling(Mosel)";"Germany";90;13;"CarlGraff2014KabinettRiesling(Mosel)";"BestBuy";2014;"Germany"
"Pflüger2014DürkheimerMichelsbergTrockenRiesling(Pfalz)";"Germany";89;26;"Pflüger2014DürkheimerMichelsbergTrockenRiesling(Pfalz)";"";2014;"Germany"
"WeingutGeorgAlbrechtSchneider2014NiersteinerHippingSpätleseRiesling(Rheinhessen)";"Germany";89;16;"WeingutGeorgAlbrechtSchneider2014NiersteinerHippingSpätleseRiesling(Rheinhessen)";"";2014;"Germany"
"WeingutJ.Faber2014PiesporterMicheslbergTrockenRiesling(Mosel)";"Germany";89;20;"WeingutJ.Faber2014PiesporterMicheslbergTrockenRiesling(Mosel)";"";2014;"Germany"
"Fitz-Ritter2014DürkheimerAbtsfronhofTrockenRiesling(Pfalz)";"Germany";88;25;"Fitz-Ritter2014DürkheimerAbtsfronhofTrockenRiesling(Pfalz)";"";2014;"Germany"
"FritzWindisch2014AlsheimerFrühmesseSpätleseRiesling(Rheinhessen)";"Germany";88;14;"FritzWindisch2014AlsheimerFrühmesseSpätleseRiesling(Rheinhessen)";"";2014;"Germany"
"MaximinGrünhäuser2014TrockenRiesling(Mosel)";"Germany";88;22;"MaximinGrünhäuser2014TrockenRiesling(Mosel)";"";2014;"Germany"
"VillaWolf2014DryRiesling(Pfalz)";"Germany";87;12;"VillaWolf2014DryRiesling(Pfalz)";"BestBuy";2014;"Germany"
"PrinzSalm2014TwoPrincesRiesling(Rheinhessen)";"Germany";87;15;"PrinzSalm2014TwoPrincesRiesling(Rheinhessen)";"";2014;"Germany"
"GustavAdolfSchmitt2014NiersteinerGutesDomtalSpätleseRiesling(Rheinhessen)";"Germany";87;13;"GustavAdolfSchmitt2014NiersteinerGutesDomtalSpätleseRiesling(Rheinhessen)";"";2014;"Germany"
"Dr.Bürklin-Wolf2014EstateDryRiesling(Pfalz)";"Germany";86;19;"Dr.Bürklin-Wolf2014EstateDryRiesling(Pfalz)";"";2014;"Germany"
"WeingutLiebfrauenstift2014Riesling(Rheinhessen)";"Germany";86;16;"WeingutLiebfrauenstift2014Riesling(Rheinhessen)";"";2014;"Germany"
"TussockJumper2014Riesling(Rheinhessen)";"Germany";86;12;"TussockJumper2014Riesling(Rheinhessen)";"";2014;"Germany"
"SchmittSöhne2014Riesling(Rheinhessen)";"Germany";85;9;"SchmittSöhne2014Riesling(Rheinhessen)";"BestBuy";2014;"Germany"
"LouisGuntrum2014Riesling(Rheinhessen)";"Germany";84;13;"LouisGuntrum2014Riesling(Rheinhessen)";"";2014;"Germany"
"ReichsgrafvonKesselstatt2014PiesporterGoldtröpfchenGGTrockenRiesling(Mosel)";"Germany";95;50;"ReichsgrafvonKesselstatt2014PiesporterGoldtröpfchenGGTrockenRiesling(Mosel)";"CellarSelection";2014;"Germany"
"Dr.Loosen2014ÜrzigerWürzgartenSpätleseRiesling(Mosel)";"Germany";95;34;"Dr.Loosen2014ÜrzigerWürzgartenSpätleseRiesling(Mosel)";"Editors’Choice";2014;"Germany"
"Dr.Loosen2014ErdenerTreppchenSpätleseRiesling(Mosel)";"Germany";94;34;"Dr.Loosen2014ErdenerTreppchenSpätleseRiesling(Mosel)";"";2014;"Germany"
"ReichsgrafvonKesselstatt2014KaselerNies'chenGGTrockenRiesling(Mosel)";"Germany";94;50;"ReichsgrafvonKesselstatt2014KaselerNies'chenGGTrockenRiesling(Mosel)";"CellarSelection";2014;"Germany"
"Dr.Loosen2014WehlenerSonnenuhrSpätleseRiesling(Mosel)";"Germany";94;34;"Dr.Loosen2014WehlenerSonnenuhrSpätleseRiesling(Mosel)";"CellarSelection";2014;"Germany"
"ReichsgrafvonKesselstatt2014PiesporterGoldtröpfchenSpätleseGrosseLageRiesling(Mosel)";"Germany";94;33;"ReichsgrafvonKesselstatt2014PiesporterGoldtröpfchenSpätleseGrosseLageRiesling(Mosel)";"CellarSelection";2014;"Germany"
"ReichsgrafvonKesselstatt2014GraachJosephshöferMonopolSpätleseGrosseLageRiesling(Mosel)";"Germany";94;34;"ReichsgrafvonKesselstatt2014GraachJosephshöferMonopolSpätleseGrosseLageRiesling(Mosel)";"";2014;"Germany"
"ReichsgrafvonKesselstatt2014GraachJosephshöferGGTrockenRiesling(Mosel)";"Germany";94;52;"ReichsgrafvonKesselstatt2014GraachJosephshöferGGTrockenRiesling(Mosel)";"CellarSelection";2014;"Germany"
"ReichsgrafvonKesselstatt2014GraachJosephshöferMonopolKabinettGrosseLageRiesling(Mosel)";"Germany";93;28;"ReichsgrafvonKesselstatt2014GraachJosephshöferMonopolKabinettGrosseLageRiesling(Mosel)";"";2014;"Germany"
"Dr.Bürklin-Wolf2014RuppertsbergerHoheburgP.C.DryRiesling(Pfalz)";"Germany";93;38;"Dr.Bürklin-Wolf2014RuppertsbergerHoheburgP.C.DryRiesling(Pfalz)";"";2014;"Germany"
"Dr.Bürklin-Wolf2014WachenheimerRechbächelP.C.DryRiesling(Pfalz)";"Germany";93;38;"Dr.Bürklin-Wolf2014WachenheimerRechbächelP.C.DryRiesling(Pfalz)";"Editors’Choice";2014;"Germany"
"Dr.Loosen2014GraacherHimmelreichSpätleseRiesling(Mosel)";"Germany";93;34;"Dr.Loosen2014GraacherHimmelreichSpätleseRiesling(Mosel)";"CellarSelection";2014;"Germany"
"ReichsgrafvonKesselstatt2014ScharzhofbergerKabinettGrosseLageRiesling(Mosel)";"Germany";93;26;"ReichsgrafvonKesselstatt2014ScharzhofbergerKabinettGrosseLageRiesling(Mosel)";"";2014;"Germany"
"S.A.Prüm2014WehlenerSonnenuhrSpätleseGrosseLageRiesling(Mosel)";"Germany";93;35;"S.A.Prüm2014WehlenerSonnenuhrSpätleseGrosseLageRiesling(Mosel)";"Editors’Choice";2014;"Germany"
"ReichsgrafvonKesselstatt2014ScharzhofbergerSpätleseGrosseLageRiesling(Mosel)";"Germany";93;34;"ReichsgrafvonKesselstatt2014ScharzhofbergerSpätleseGrosseLageRiesling(Mosel)";"";2014;"Germany"
"ReichsgrafvonKesselstatt2014PiesporterGoldtröpfchenKabinettGrosseLageRiesling(Mosel)";"Germany";93;26;"ReichsgrafvonKesselstatt2014PiesporterGoldtröpfchenKabinettGrosseLageRiesling(Mosel)";"";2014;"Germany"
"ReichsgrafvonKesselstatt2014ScharzhofbergerGGTrockenRiesling(Mosel)";"Germany";93;50;"ReichsgrafvonKesselstatt2014ScharzhofbergerGGTrockenRiesling(Mosel)";"CellarSelection";2014;"Germany"
"ReichsgrafvonKesselstatt2014BraunebergerJuffer-SonnenuhrSpätleseGrosseLageRiesling(Mosel)";"Germany";92;34;"ReichsgrafvonKesselstatt2014BraunebergerJuffer-SonnenuhrSpätleseGrosseLageRiesling(Mosel)";"";2014;"Germany"
"Dr.Loosen2014ÜrzigerWürzgartenKabinettRiesling(Mosel)";"Germany";92;28;"Dr.Loosen2014ÜrzigerWürzgartenKabinettRiesling(Mosel)";"";2014;"Germany"
"ReichsgrafvonKesselstatt2014KaselerNies'chenKabinettGrosseLageRiesling(Mosel)";"Germany";92;26;"ReichsgrafvonKesselstatt2014KaselerNies'chenKabinettGrosseLageRiesling(Mosel)";"";2014;"Germany"
"Dr.Loosen2014WehlenerSonnenuhrKabinettRiesling(Mosel)";"Germany";92;28;"Dr.Loosen2014WehlenerSonnenuhrKabinettRiesling(Mosel)";"";2014;"Germany"
"Dr.Loosen2014ErdenerTreppchenKabinettRiesling(Mosel)";"Germany";92;28;"Dr.Loosen2014ErdenerTreppchenKabinettRiesling(Mosel)";"";2014;"Germany"
"Dr.Bürklin-Wolf2014WachenheimerGoldbächelP.C.DryRiesling(Pfalz)";"Germany";92;38;"Dr.Bürklin-Wolf2014WachenheimerGoldbächelP.C.DryRiesling(Pfalz)";"";2014;"Germany"
"C.vonNell-Breuning2014KaselerDominikanerbergKabinettRiesling(Mosel)";"Germany";91;19;"C.vonNell-Breuning2014KaselerDominikanerbergKabinettRiesling(Mosel)";"";2014;"Germany"
"Dr.Bürklin-Wolf2014WachenheimerBöhlingP.C.DryRiesling(Pfalz)";"Germany";91;38;"Dr.Bürklin-Wolf2014WachenheimerBöhlingP.C.DryRiesling(Pfalz)";"";2014;"Germany"
"LeonardKreusch2014StudertPrümMaximinhofWehlenerSonnenuhrSpätleseRiesling(Mosel)";"Germany";91;27;"LeonardKreusch2014StudertPrümMaximinhofWehlenerSonnenuhrSpätleseRiesling(Mosel)";"";2014;"Germany"
"Dr.Loosen2014BernkastelerLayKabinettRiesling(Mosel)";"Germany";91;28;"Dr.Loosen2014BernkastelerLayKabinettRiesling(Mosel)";"";2014;"Germany"
"UlrichLangguth2014PiesporterGünterslayKabinettRiesling(Mosel)";"Germany";91;22;"UlrichLangguth2014PiesporterGünterslayKabinettRiesling(Mosel)";"";2014;"Germany"
"Dr.Bürklin-Wolf2014WachenheimerDryRiesling(Pfalz)";"Germany";90;20;"Dr.Bürklin-Wolf2014WachenheimerDryRiesling(Pfalz)";"";2014;"Germany"
"Dr.Loosen2014BlueSlateKabinettRiesling(Mosel)";"Germany";90;22;"Dr.Loosen2014BlueSlateKabinettRiesling(Mosel)";"";2014;"Germany"
"Dr.Heidemanns-Bergweiler2014DryMineralRiesling(Mosel)";"Germany";90;20;"Dr.Heidemanns-Bergweiler2014DryMineralRiesling(Mosel)";"";2014;"Germany"
"MaxFerd.Richter2014BraunebergerJufferKabinettRiesling(Mosel)";"Germany";90;20;"MaxFerd.Richter2014BraunebergerJufferKabinettRiesling(Mosel)";"";2014;"Germany"
"Schäfer2014DryStyleRiesling(Rheinhessen)";"Germany";90;13;"Schäfer2014DryStyleRiesling(Rheinhessen)";"BestBuy";2014;"Germany"
"ReichsgrafvonKesselstatt2014WiltingerTrockenRiesling(Mosel)";"Germany";90;20;"ReichsgrafvonKesselstatt2014WiltingerTrockenRiesling(Mosel)";"";2014;"Germany"
"SchlossVollrads2014VolratzQualitätsweinDryRiesling(Rheingau)";"Germany";90;17;"SchlossVollrads2014VolratzQualitätsweinDryRiesling(Rheingau)";"";2014;"Germany"
"Dr.Hermann2014ÜrzigerWürzgartenKabinettRiesling(Mosel)";"Germany";90;25;"Dr.Hermann2014ÜrzigerWürzgartenKabinettRiesling(Mosel)";"";2014;"Germany"
"Dr.Loosen2014Dr.LDryRiesling(Mosel)";"Germany";90;12;"Dr.Loosen2014Dr.LDryRiesling(Mosel)";"BestBuy";2014;"Germany"
"PeterNicolay2014DryRiesling(Mosel)";"Germany";90;16;"PeterNicolay2014DryRiesling(Mosel)";"";2014;"Germany"
"UlrichLangguth2014PiesporterGoldtröpfchenKabinettRiesling(Mosel)";"Germany";90;25;"UlrichLangguth2014PiesporterGoldtröpfchenKabinettRiesling(Mosel)";"";2014;"Germany"
"Dr.Hermann2014HRiesling(Mosel)";"Germany";90;20;"Dr.Hermann2014HRiesling(Mosel)";"";2014;"Germany"
"LeonardKreusch2014BernkastelerKurfürstlayKabinettRiesling(Mosel)";"Germany";89;13;"LeonardKreusch2014BernkastelerKurfürstlayKabinettRiesling(Mosel)";"BestBuy";2014;"Germany"
"Dr.Nägler2014RüdesheimBischofsbergKabinettFeinherbRiesling(Rheingau)";"Germany";89;20;"Dr.Nägler2014RüdesheimBischofsbergKabinettFeinherbRiesling(Rheingau)";"";2014;"Germany"
"KarlJosef2014PiesporterMichelsbergKabinettRiesling(Mosel)";"Germany";89;11;"KarlJosef2014PiesporterMichelsbergKabinettRiesling(Mosel)";"BestBuy";2014;"Germany"
"Bollig-Lehnert2014TrittenheimerApothekeKabinettRiesling(Mosel)";"Germany";89;18;"Bollig-Lehnert2014TrittenheimerApothekeKabinettRiesling(Mosel)";"";2014;"Germany"
"LuckyNeko2014Riesling(Rheinhessen)";"Germany";89;12;"LuckyNeko2014Riesling(Rheinhessen)";"BestBuy";2014;"Germany"
"Dr.Heidemanns-Bergweiler2014DryRiesling(Mosel)";"Germany";89;15;"Dr.Heidemanns-Bergweiler2014DryRiesling(Mosel)";"";2014;"Germany"
"Dr.Nägler2014RüdesheimerBergRottlandSteinkautTrockenRiesling(Rheingau)";"Germany";89;19;"Dr.Nägler2014RüdesheimerBergRottlandSteinkautTrockenRiesling(Rheingau)";"";2014;"Germany"
"HeinzEifel2014KabinettRiesling(Mosel)";"Germany";89;12;"HeinzEifel2014KabinettRiesling(Mosel)";"BestBuy";2014;"Germany"
"Bastgen2014BlauschieferRiesling(Mosel)";"Germany";88;17;"Bastgen2014BlauschieferRiesling(Mosel)";"";2014;"Germany"
"HeinzEifel2014ShineRiesling(Rheinhessen)";"Germany";88;10;"HeinzEifel2014ShineRiesling(Rheinhessen)";"BestBuy";2014;"Germany"
"PeterMertes2014PlatinumRiesling(Mosel)";"Germany";88;9;"PeterMertes2014PlatinumRiesling(Mosel)";"BestBuy";2014;"Germany"
"Dr.Loosen2014Dr.LRiesling(Mosel)";"Germany";88;12;"Dr.Loosen2014Dr.LRiesling(Mosel)";"BestBuy";2014;"Germany"
"C.vonNell-Breuning2014KaselerDominikanerRiesling(Mosel)";"Germany";88;16;"C.vonNell-Breuning2014KaselerDominikanerRiesling(Mosel)";"";2014;"Germany"
"Dr.Nägler2014RüdesheimerFeinherbRiesling(Rheingau)";"Germany";88;15;"Dr.Nägler2014RüdesheimerFeinherbRiesling(Rheingau)";"";2014;"Germany"
"S.A.Prüm2014EssenceRiesling(Mosel)";"Germany";88;14;"S.A.Prüm2014EssenceRiesling(Mosel)";"";2014;"Germany"
"SchmittSöhne2014KabinettRiesling(Mosel)";"Germany";88;10;"SchmittSöhne2014KabinettRiesling(Mosel)";"BestBuy";2014;"Germany"
"Friedrich-Wilhelm-Gymnasium2014FritzWilliRiesling(Mosel)";"Germany";88;17;"Friedrich-Wilhelm-Gymnasium2014FritzWilliRiesling(Mosel)";"";2014;"Germany"
"ThomasSchmitt2014PrivateCollectionQualitätsweinRiesling(Mosel)";"Germany";88;15;"ThomasSchmitt2014PrivateCollectionQualitätsweinRiesling(Mosel)";"";2014;"Germany"
"Trullo2014Riesling(Rheinhessen)";"Germany";88;11;"Trullo2014Riesling(Rheinhessen)";"BestBuy";2014;"Germany"
"SunGarden2014Riesling(Nahe)";"Germany";88;11;"SunGarden2014Riesling(Nahe)";"BestBuy";2014;"Germany"
"ReichsgrafvonKesselstatt2014RKRiesling(Mosel)";"Germany";88;16;"ReichsgrafvonKesselstatt2014RKRiesling(Mosel)";"";2014;"Germany"
"ThomasSchmitt2014PrivateCollectionKabinettRiesling(Mosel)";"Germany";88;16;"ThomasSchmitt2014PrivateCollectionKabinettRiesling(Mosel)";"";2014;"Germany"
"VonSchleinitz2014Riesling(Mosel)";"Germany";88;15;"VonSchleinitz2014Riesling(Mosel)";"";2014;"Germany"
"BürgermeisterWilliSchweinhardt2014RothenbergRiesling(Nahe)";"Germany";87;24;"BürgermeisterWilliSchweinhardt2014RothenbergRiesling(Nahe)";"";2014;"Germany"
"Friedrich-Wilhelm-Gymnasium2014SchieferOffDryRiesling(Mosel)";"Germany";87;18;"Friedrich-Wilhelm-Gymnasium2014SchieferOffDryRiesling(Mosel)";"";2014;"Germany"
"KarlKaspar2014KabinettRiesling(Mosel)";"Germany";87;13;"KarlKaspar2014KabinettRiesling(Mosel)";"";2014;"Germany"
"VonDerLeyen2014Riesling(Nahe)";"Germany";87;11;"VonDerLeyen2014Riesling(Nahe)";"BestBuy";2014;"Germany"
"Pflücken2014SemidryRiesling(Mosel)";"Germany";87;15;"Pflücken2014SemidryRiesling(Mosel)";"";2014;"Germany"
"WeingutKarp-Schreiber2014BraunebergerJufferKabinettRiesling(Mosel)";"Germany";87;16;"WeingutKarp-Schreiber2014BraunebergerJufferKabinettRiesling(Mosel)";"";2014;"Germany"
"Pflücken2014SweetRiesling(Mosel)";"Germany";86;15;"Pflücken2014SweetRiesling(Mosel)";"";2014;"Germany"
"St.Urbans-Hof2014GoldtröpfchenPiesportSpätleseErsteLageRiesling(Mosel)";"Germany";93;42;"St.Urbans-Hof2014GoldtröpfchenPiesportSpätleseErsteLageRiesling(Mosel)";"";2014;"Germany"
"St.Urbans-Hof2014SchodenerSaarfeilserMarienbergSpätleseErsteLageRiesling(Mosel)";"Germany";93;25;"St.Urbans-Hof2014SchodenerSaarfeilserMarienbergSpätleseErsteLageRiesling(Mosel)";"";2014;"Germany"
"St.Urbans-Hof2014BocksteinOckfenSpätleseErsteLageRiesling(Mosel)";"Germany";93;38;"St.Urbans-Hof2014BocksteinOckfenSpätleseErsteLageRiesling(Mosel)";"";2014;"Germany"
"St.Urbans-Hof2014GoldtröpfchenPiesportKabinettErsteLageRiesling(Mosel)";"Germany";92;25;"St.Urbans-Hof2014GoldtröpfchenPiesportKabinettErsteLageRiesling(Mosel)";"";2014;"Germany"
"Dr.Heidemanns-Bergweiler2014GraacherHimmelreichKabinettRiesling(Mosel)";"Germany";91;23;"Dr.Heidemanns-Bergweiler2014GraacherHimmelreichKabinettRiesling(Mosel)";"";2014;"Germany"
"St.Urbans-Hof2014GoldtröpfchenPiesportAusleseErsteLageRiesling(Mosel)";"Germany";91;60;"St.Urbans-Hof2014GoldtröpfchenPiesportAusleseErsteLageRiesling(Mosel)";"";2014;"Germany"
"VillaHuesgen2014EnkircherSteffenbergAlteRebenTrockenRiesling(Mosel)";"Germany";91;50;"VillaHuesgen2014EnkircherSteffenbergAlteRebenTrockenRiesling(Mosel)";"";2014;"Germany"
"Dr.H.Thanisch(ErbenMüller-Burggraef)2014BernkastelerBadstubeKabinettRiesling(Mosel)";"Germany";91;22;"Dr.H.Thanisch(ErbenMüller-Burggraef)2014BernkastelerBadstubeKabinettRiesling(Mosel)";"";2014;"Germany"
"S.A.Prüm2014WehlenerSonnenuhrAusleseGrosseLageRiesling(Mosel)";"Germany";91;43;"S.A.Prüm2014WehlenerSonnenuhrAusleseGrosseLageRiesling(Mosel)";"";2014;"Germany"
"Friedrich-Wilhelm-Gymnasium2014GraacherHimmelreichKabinettRiesling(Mosel)";"Germany";91;23;"Friedrich-Wilhelm-Gymnasium2014GraacherHimmelreichKabinettRiesling(Mosel)";"";2014;"Germany"
"Dr.Heidemanns-Bergweiler2014GraacherHimmelreichSpätleseRiesling(Mosel)";"Germany";90;30;"Dr.Heidemanns-Bergweiler2014GraacherHimmelreichSpätleseRiesling(Mosel)";"";2014;"Germany"
"St.Urbans-Hof2014BocksteinOckfenAusleseErsteLageRiesling(Mosel)";"Germany";90;60;"St.Urbans-Hof2014BocksteinOckfenAusleseErsteLageRiesling(Mosel)";"";2014;"Germany"
"Dr.PaulyBergweiler2014WehlenerSonnenuhrKabinettRiesling(Mosel)";"Germany";90;22;"Dr.PaulyBergweiler2014WehlenerSonnenuhrKabinettRiesling(Mosel)";"";2014;"Germany"
"BischöflicheWeingüterTrier2014PiesporterGoldtröpfchenKabinettRiesling(Mosel)";"Germany";90;23;"BischöflicheWeingüterTrier2014PiesporterGoldtröpfchenKabinettRiesling(Mosel)";"";2014;"Germany"
"VillaHuesgen2014SchieferTrockenRiesling(Mosel)";"Germany";90;35;"VillaHuesgen2014SchieferTrockenRiesling(Mosel)";"";2014;"Germany"
"Dr.Heidemanns-Bergweiler2014BernkastelerBadstubeSpätleseRiesling(Mosel)";"Germany";90;28;"Dr.Heidemanns-Bergweiler2014BernkastelerBadstubeSpätleseRiesling(Mosel)";"";2014;"Germany"
"Dr.Heidemanns-Bergweiler2014BernkasteleralteBadstubeamDoctorbergSpätleseRiesling(Mosel)";"Germany";90;33;"Dr.Heidemanns-Bergweiler2014BernkasteleralteBadstubeamDoctorbergSpätleseRiesling(Mosel)";"";2014;"Germany"
"Dr.Heidemanns-Bergweiler2014BernkastelerBadstubeKabinettRiesling(Mosel)";"Germany";90;18;"Dr.Heidemanns-Bergweiler2014BernkastelerBadstubeKabinettRiesling(Mosel)";"";2014;"Germany"
