"";"Origin";"Rating";"Price";"Titles";"Awards";"Vintage";"Country"
"Joh.Jos.Prüm2012GraacherHimmelreichAusleseGoldkapRiesling(Mosel)";"Germany";95;112;"Joh.Jos.Prüm2012GraacherHimmelreichAusleseGoldkapRiesling(Mosel)";"CellarSelection";2012;"Germany"
"Joh.Jos.Prüm2012GraacherHimmelreichSpätleseRiesling(Mosel)";"Germany";94;42;"Joh.Jos.Prüm2012GraacherHimmelreichSpätleseRiesling(Mosel)";"Editors’Choice";2012;"Germany"
"Dr.Loosen2012ErdenerTreppchenAusleseRiesling(Mosel)";"Germany";94;64;"Dr.Loosen2012ErdenerTreppchenAusleseRiesling(Mosel)";"CellarSelection";2012;"Germany"
"Joh.Jos.Prüm2012BernkastelerBadstubeAusleseRiesling(Mosel)";"Germany";94;49;"Joh.Jos.Prüm2012BernkastelerBadstubeAusleseRiesling(Mosel)";"CellarSelection";2012;"Germany"
"Joh.Jos.Prüm2012WehlenerSonnenuhrAusleseRiesling(Mosel)";"Germany";93;57;"Joh.Jos.Prüm2012WehlenerSonnenuhrAusleseRiesling(Mosel)";"";2012;"Germany"
"Joh.Jos.Prüm2012WehlenerSonnenuhrSpätleseRiesling(Mosel)";"Germany";93;48;"Joh.Jos.Prüm2012WehlenerSonnenuhrSpätleseRiesling(Mosel)";"";2012;"Germany"
"Dr.Loosen2012ÜrzigerWürzgartenAusleseRiesling(Mosel)";"Germany";93;64;"Dr.Loosen2012ÜrzigerWürzgartenAusleseRiesling(Mosel)";"CellarSelection";2012;"Germany"
"St.Urbans-Hof2012OckfenerBocksteinErsteLageAusleseRiesling(Mosel)";"Germany";93;60;"St.Urbans-Hof2012OckfenerBocksteinErsteLageAusleseRiesling(Mosel)";"Editors’Choice";2012;"Germany"
"AugustKesseler2012LorcherSchlossbergerErsteLageRiesling(Rheingau)";"Germany";93;60;"AugustKesseler2012LorcherSchlossbergerErsteLageRiesling(Rheingau)";"Editors’Choice";2012;"Germany"
"Joh.Jos.Prüm2012BernkastelerBadstubeSpätleseRiesling(Mosel)";"Germany";93;39;"Joh.Jos.Prüm2012BernkastelerBadstubeSpätleseRiesling(Mosel)";"";2012;"Germany"
"Dr.Hermann2012ErdenerPrälatGoldkapAusleseRiesling(Mosel)";"Germany";92;55;"Dr.Hermann2012ErdenerPrälatGoldkapAusleseRiesling(Mosel)";"CellarSelection";2012;"Germany"
"Dr.Hermann2012ÜrzigerWürzgartenAusleseRiesling(Mosel)";"Germany";92;55;"Dr.Hermann2012ÜrzigerWürzgartenAusleseRiesling(Mosel)";"CellarSelection";2012;"Germany"
"Dr.PaulyBergweiler2012BernkasteleralteBadstubeamDoctorbergSpätleseRiesling(Mosel)";"Germany";92;34;"Dr.PaulyBergweiler2012BernkasteleralteBadstubeamDoctorbergSpätleseRiesling(Mosel)";"Editors’Choice";2012;"Germany"
"UlrichLangguth2012PiesporterGünterslayAusleseRiesling(Mosel)";"Germany";92;35;"UlrichLangguth2012PiesporterGünterslayAusleseRiesling(Mosel)";"";2012;"Germany"
"Dr.Loosen2012WehlenerSonnenuhrAusleseRiesling(Mosel)";"Germany";92;64;"Dr.Loosen2012WehlenerSonnenuhrAusleseRiesling(Mosel)";"";2012;"Germany"
"Joh.Jos.Prüm2012GraacherHimmelreichKabinettRiesling(Mosel)";"Germany";92;33;"Joh.Jos.Prüm2012GraacherHimmelreichKabinettRiesling(Mosel)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenThanisch)2012BerncastelerDoctorSpätleseRiesling(Mosel)";"Germany";92;76;"Dr.H.Thanisch(ErbenThanisch)2012BerncastelerDoctorSpätleseRiesling(Mosel)";"";2012;"Germany"
"Dr.Loosen2012ErdenerPrälatAusleseRiesling(Mosel)";"Germany";91;114;"Dr.Loosen2012ErdenerPrälatAusleseRiesling(Mosel)";"";2012;"Germany"
"LouisGuntrum2012OppenheimHerrenbergAusleseRiesling(Rheinhessen)";"Germany";91;28;"LouisGuntrum2012OppenheimHerrenbergAusleseRiesling(Rheinhessen)";"";2012;"Germany"
"RichardBöcking2012AlteRebenTrarbacherSchlossbergRiesling(Mosel)";"Germany";91;43;"RichardBöcking2012AlteRebenTrarbacherSchlossbergRiesling(Mosel)";"";2012;"Germany"
"WeingutGeorgAlbrechtSchneider2012NiersteinerHippingSpätleseRiesling(Rheinhessen)";"Germany";91;18;"WeingutGeorgAlbrechtSchneider2012NiersteinerHippingSpätleseRiesling(Rheinhessen)";"Editors’Choice";2012;"Germany"
"Dr.Loosen2012ErdenerPrälatAlteRebenGGDryRiesling(Mosel)";"Germany";91;50;"Dr.Loosen2012ErdenerPrälatAlteRebenGGDryRiesling(Mosel)";"";2012;"Germany"
"FritzHaag2012BrauneburgJufferSonnenuhrTrockenGGRiesling(Mosel)";"Germany";91;56;"FritzHaag2012BrauneburgJufferSonnenuhrTrockenGGRiesling(Mosel)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenMüller-Burggraef)2012BernkastelerGrabenSpatlëseRiesling(Mosel)";"Germany";91;28;"Dr.H.Thanisch(ErbenMüller-Burggraef)2012BernkastelerGrabenSpatlëseRiesling(Mosel)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenThanisch)2012BerncastelerDoctorAusleseRiesling(Mosel)";"Germany";91;95;"Dr.H.Thanisch(ErbenThanisch)2012BerncastelerDoctorAusleseRiesling(Mosel)";"";2012;"Germany"
"FritzHaag2012BraunebergerJufferTrockenGGRiesling(Mosel)";"Germany";91;42;"FritzHaag2012BraunebergerJufferTrockenGGRiesling(Mosel)";"";2012;"Germany"
"St.Urbans-Hof2012LeiwenerLaurentiuslayErsteLageSpätleseRiesling(Mosel)";"Germany";91;55;"St.Urbans-Hof2012LeiwenerLaurentiuslayErsteLageSpätleseRiesling(Mosel)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenMüller-Burggraef)2012BerncastelerDoctorSpatlëseRiesling(Mosel)";"Germany";91;58;"Dr.H.Thanisch(ErbenMüller-Burggraef)2012BerncastelerDoctorSpatlëseRiesling(Mosel)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenThanisch)2012BernkastelerBadstubeKabinettRiesling(Mosel)";"Germany";91;32;"Dr.H.Thanisch(ErbenThanisch)2012BernkastelerBadstubeKabinettRiesling(Mosel)";"";2012;"Germany"
"LouisGuntrum2012NiersteinRehbachSpätleseRiesling(Rheinhessen)";"Germany";91;24;"LouisGuntrum2012NiersteinRehbachSpätleseRiesling(Rheinhessen)";"";2012;"Germany"
"ReichsgrafvonKesselstatt2012GraachJosephshöferSpätleseGLRiesling(Mosel)";"Germany";91;NA;"ReichsgrafvonKesselstatt2012GraachJosephshöferSpätleseGLRiesling(Mosel)";"";2012;"Germany"
"St.Urbans-Hof2012PiesporterGoldtröpfchenErsteLageKabinettRiesling(Mosel)";"Germany";91;25;"St.Urbans-Hof2012PiesporterGoldtröpfchenErsteLageKabinettRiesling(Mosel)";"";2012;"Germany"
"VillaWolf2012WachenheimerBelzDryRiesling(Pfalz)";"Germany";91;26;"VillaWolf2012WachenheimerBelzDryRiesling(Pfalz)";"Editors’Choice";2012;"Germany"
"MaximinGrünhäuser2012HerrenbergKabinettRiesling(Mosel)";"Germany";90;34;"MaximinGrünhäuser2012HerrenbergKabinettRiesling(Mosel)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenThanisch)2012BerncastelerDoctorKabinettRiesling(Mosel)";"Germany";90;50;"Dr.H.Thanisch(ErbenThanisch)2012BerncastelerDoctorKabinettRiesling(Mosel)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenThanisch)2012KabinettRiesling(Mosel)";"Germany";90;32;"Dr.H.Thanisch(ErbenThanisch)2012KabinettRiesling(Mosel)";"";2012;"Germany"
"Dr.Hermann2012HRiesling(Mosel)";"Germany";90;16;"Dr.Hermann2012HRiesling(Mosel)";"";2012;"Germany"
"Dr.Loosen2012ÜrzigerWürzgartenAlteRebenGGDryRiesling(Mosel)";"Germany";90;42;"Dr.Loosen2012ÜrzigerWürzgartenAlteRebenGGDryRiesling(Mosel)";"";2012;"Germany"
"Dr.PaulyBergweiler2012WehlenerSonnenuhrSpätleseRiesling(Mosel)";"Germany";90;33;"Dr.PaulyBergweiler2012WehlenerSonnenuhrSpätleseRiesling(Mosel)";"";2012;"Germany"
"PeterNicolay2012ErdenerTreppchenFeinherbRiesling(Mosel)";"Germany";90;20;"PeterNicolay2012ErdenerTreppchenFeinherbRiesling(Mosel)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenThanisch)2012BernkastelerBadstubeSpätleseRiesling(Mosel)";"Germany";90;37;"Dr.H.Thanisch(ErbenThanisch)2012BernkastelerBadstubeSpätleseRiesling(Mosel)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenThanisch)2012Riesling(Mosel)";"Germany";90;26;"Dr.H.Thanisch(ErbenThanisch)2012Riesling(Mosel)";"";2012;"Germany"
"AugustKesseler2012LorcheTrockenRiesling(Rheingau)";"Germany";90;33;"AugustKesseler2012LorcheTrockenRiesling(Rheingau)";"";2012;"Germany"
"Joh.Jos.Prüm2012BernkastelerBadstubeKabinettRiesling(Mosel)";"Germany";90;31;"Joh.Jos.Prüm2012BernkastelerBadstubeKabinettRiesling(Mosel)";"";2012;"Germany"
"MaximinGrünhäuser2012AbtsbergSuperiorRiesling(Mosel)";"Germany";90;60;"MaximinGrünhäuser2012AbtsbergSuperiorRiesling(Mosel)";"";2012;"Germany"
"VillaWolf2012WachenheimerDryRiesling(Pfalz)";"Germany";90;16;"VillaWolf2012WachenheimerDryRiesling(Pfalz)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenThanisch)2012BernkastelerBadstubeAusleseRiesling(Mosel)";"Germany";90;53;"Dr.H.Thanisch(ErbenThanisch)2012BernkastelerBadstubeAusleseRiesling(Mosel)";"";2012;"Germany"
"Dr.Heyden2012OppenheimerSackträgerAusleseRiesling(Rheinhessen)";"Germany";90;23;"Dr.Heyden2012OppenheimerSackträgerAusleseRiesling(Rheinhessen)";"Editors’Choice";2012;"Germany"
"MaximinGrünhäuser2012AbtsbergKabinettRiesling(Mosel)";"Germany";90;38;"MaximinGrünhäuser2012AbtsbergKabinettRiesling(Mosel)";"";2012;"Germany"
"SchlossSaarstein2012Riesling(Mosel)";"Germany";90;16;"SchlossSaarstein2012Riesling(Mosel)";"";2012;"Germany"
"Dr.Hermann2012ErdenerPrälatAusleseRiesling(Mosel)";"Germany";90;70;"Dr.Hermann2012ErdenerPrälatAusleseRiesling(Mosel)";"";2012;"Germany"
"Dr.Hermann2012FromtheSlateOffDryRiesling(Mosel)";"Germany";90;19;"Dr.Hermann2012FromtheSlateOffDryRiesling(Mosel)";"";2012;"Germany"
"Dr.Heyden2012OppenheimerSackträgerSpätleseRiesling(Rheinhessen)";"Germany";90;18;"Dr.Heyden2012OppenheimerSackträgerSpätleseRiesling(Rheinhessen)";"";2012;"Germany"
"FritzHaag2012Riesling(Mosel)";"Germany";90;22;"FritzHaag2012Riesling(Mosel)";"Editors’Choice";2012;"Germany"
"St.Urbans-Hof2012EstateBottledOldVinesRiesling(Mosel)";"Germany";90;18;"St.Urbans-Hof2012EstateBottledOldVinesRiesling(Mosel)";"";2012;"Germany"
"Friedrich-Wilhelm-Gymnasium2012FritzWilliRiesling(Mosel)";"Germany";90;17;"Friedrich-Wilhelm-Gymnasium2012FritzWilliRiesling(Mosel)";"";2012;"Germany"
"Dr.Loosen2012WehlenerSonnenuhrSpätleseRiesling(Mosel)";"Germany";89;34;"Dr.Loosen2012WehlenerSonnenuhrSpätleseRiesling(Mosel)";"";2012;"Germany"
"MarkusMolitor2012BernkastelerBadstubeKabinettRiesling(Mosel)";"Germany";89;20;"MarkusMolitor2012BernkastelerBadstubeKabinettRiesling(Mosel)";"";2012;"Germany"
"VonSchleinitz2012VSEstateDryRiesling(Mosel)";"Germany";89;15;"VonSchleinitz2012VSEstateDryRiesling(Mosel)";"";2012;"Germany"
"VillaWolf2012DryRiesling(Pfalz)";"Germany";89;12;"VillaWolf2012DryRiesling(Pfalz)";"BestBuy";2012;"Germany"
"AugustKesseler2012JungeRebenTrockenRiesling(Rheingau)";"Germany";89;28;"AugustKesseler2012JungeRebenTrockenRiesling(Rheingau)";"";2012;"Germany"
"AugustKesseler2012RüdesheimTrockenRiesling(Rheingau)";"Germany";89;44;"AugustKesseler2012RüdesheimTrockenRiesling(Rheingau)";"";2012;"Germany"
"MaximinGrünhäuser2012Riesling(Mosel)";"Germany";89;22;"MaximinGrünhäuser2012Riesling(Mosel)";"";2012;"Germany"
"RichardBöcking2012DevonRiesling(Mosel)";"Germany";89;22;"RichardBöcking2012DevonRiesling(Mosel)";"";2012;"Germany"
"VillaWolf2012FosterPechsteinDryRiesling(Pfalz)";"Germany";89;32;"VillaWolf2012FosterPechsteinDryRiesling(Pfalz)";"";2012;"Germany"
"HigHDef2012Riesling(Mosel)";"Germany";89;12;"HigHDef2012Riesling(Mosel)";"BestBuy";2012;"Germany"
"LoosenBros.2012Dr.LRiesling(Mosel)";"Germany";89;12;"LoosenBros.2012Dr.LRiesling(Mosel)";"BestBuy";2012;"Germany"
"MaximinGrünhäuser2012AbtsbergAusleseRiesling(Mosel)";"Germany";89;76;"MaximinGrünhäuser2012AbtsbergAusleseRiesling(Mosel)";"";2012;"Germany"
"WeingutGeil2012EimsheimerSonnenhangSpätleseRiesling(Rheinhessen)";"Germany";89;18;"WeingutGeil2012EimsheimerSonnenhangSpätleseRiesling(Rheinhessen)";"";2012;"Germany"
"Dr.PaulyBergweiler2012WehlenerKlosterbergRiesling(Mosel)";"Germany";88;17;"Dr.PaulyBergweiler2012WehlenerKlosterbergRiesling(Mosel)";"";2012;"Germany"
"PeterNicolay2012WehlenerKlosterbergFeinherbRiesling(Mosel)";"Germany";88;20;"PeterNicolay2012WehlenerKlosterbergFeinherbRiesling(Mosel)";"";2012;"Germany"
"Dr.Fischer2012OckfenerBocksteinKabinettRiesling(Mosel)";"Germany";88;20;"Dr.Fischer2012OckfenerBocksteinKabinettRiesling(Mosel)";"";2012;"Germany"
"Bollig-Lehnert2012TrittenheimerApothekeSpätleseRiesling(Mosel)";"Germany";88;18;"Bollig-Lehnert2012TrittenheimerApothekeSpätleseRiesling(Mosel)";"";2012;"Germany"
"Bollig-Lehnert2012TrittenheimerApothekeKabinettRiesling(Mosel)";"Germany";88;18;"Bollig-Lehnert2012TrittenheimerApothekeKabinettRiesling(Mosel)";"";2012;"Germany"
"Dr.Hermann2012ÜrzigerWürzgartenKabinettRiesling(Mosel)";"Germany";88;22;"Dr.Hermann2012ÜrzigerWürzgartenKabinettRiesling(Mosel)";"";2012;"Germany"
"Dr.Loosen2012BlueSlateKabinettRiesling(Mosel)";"Germany";88;22;"Dr.Loosen2012BlueSlateKabinettRiesling(Mosel)";"";2012;"Germany"
"Dr.Loosen2012ErdenerTreppchenKabinettRiesling(Mosel)";"Germany";88;28;"Dr.Loosen2012ErdenerTreppchenKabinettRiesling(Mosel)";"";2012;"Germany"
"Lucashof2012Riesling(Pfalz)";"Germany";88;14;"Lucashof2012Riesling(Pfalz)";"";2012;"Germany"
"UlrichLangguth2012Riesling(Mosel)";"Germany";87;13;"UlrichLangguth2012Riesling(Mosel)";"";2012;"Germany"
"Dr.Willkomm2012BlueRiverRiesling(Mosel)";"Germany";87;8;"Dr.Willkomm2012BlueRiverRiesling(Mosel)";"BestBuy";2012;"Germany"
"St.Urbans-Hof2012OckfenerBocksteinErsteLageKabinettRiesling(Mosel)";"Germany";87;22;"St.Urbans-Hof2012OckfenerBocksteinErsteLageKabinettRiesling(Mosel)";"";2012;"Germany"
"BlueFish2012OriginalRiesling(Pfalz)";"Germany";87;10;"BlueFish2012OriginalRiesling(Pfalz)";"BestBuy";2012;"Germany"
"Dr.Loosen2012RedSlateDryRiesling(Mosel)";"Germany";87;18;"Dr.Loosen2012RedSlateDryRiesling(Mosel)";"";2012;"Germany"
"SchmittSöhne2012ThomasSchmittPrivateCollectionEstateBottledRiesling(Mosel)";"Germany";87;14;"SchmittSöhne2012ThomasSchmittPrivateCollectionEstateBottledRiesling(Mosel)";"";2012;"Germany"
"StaatlicheWeinbaudomäneTrier2012AvelsbacherHammersteinHalbtrockenRiesling(Mosel)";"Germany";87;20;"StaatlicheWeinbaudomäneTrier2012AvelsbacherHammersteinHalbtrockenRiesling(Mosel)";"";2012;"Germany"
"Dr.PaulyBergweiler2012NobleHouseRiesling(Mosel)";"Germany";87;12;"Dr.PaulyBergweiler2012NobleHouseRiesling(Mosel)";"BestBuy";2012;"Germany"
"Dr.H.Thanisch(ErbenMüller-Burggraef)2012KabinettRiesling(Mosel)";"Germany";87;20;"Dr.H.Thanisch(ErbenMüller-Burggraef)2012KabinettRiesling(Mosel)";"";2012;"Germany"
"LeonardKreusch2012PiesporterGoldtröpfchenRiesling(Mosel)";"Germany";87;17;"LeonardKreusch2012PiesporterGoldtröpfchenRiesling(Mosel)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenMüller-Burggraef)2012SpatlëseTrockenRiesling(Mosel)";"Germany";87;30;"Dr.H.Thanisch(ErbenMüller-Burggraef)2012SpatlëseTrockenRiesling(Mosel)";"";2012;"Germany"
"LeonardKreusch2012Riesling(Mosel)";"Germany";86;12;"LeonardKreusch2012Riesling(Mosel)";"";2012;"Germany"
"MaximinGrünhäuser2012HerrenbergAlteRebenTrockenRiesling(Mosel)";"Germany";86;42;"MaximinGrünhäuser2012HerrenbergAlteRebenTrockenRiesling(Mosel)";"";2012;"Germany"
"SchmittSöhne2012RelaxRiesling(Mosel)";"Germany";86;12;"SchmittSöhne2012RelaxRiesling(Mosel)";"";2012;"Germany"
"FranzKrämer2012ZeltingerHimmelreichTrockenRiesling(Mosel)";"Germany";86;16;"FranzKrämer2012ZeltingerHimmelreichTrockenRiesling(Mosel)";"";2012;"Germany"
"Dr.Hermann2012ErdenerTreppchenKabinettRiesling(Mosel)";"Germany";86;22;"Dr.Hermann2012ErdenerTreppchenKabinettRiesling(Mosel)";"";2012;"Germany"
"HeinzEifel2012KabinettRiesling(Mosel)";"Germany";85;12;"HeinzEifel2012KabinettRiesling(Mosel)";"";2012;"Germany"
"JohannFalkenburg2012LateHarvestSpätleseRiesling(Mosel)";"Germany";85;10;"JohannFalkenburg2012LateHarvestSpätleseRiesling(Mosel)";"BestBuy";2012;"Germany"
"ReichsgrafvonKesselstatt2012WiltingerTrockenRiesling(Mosel)";"Germany";85;30;"ReichsgrafvonKesselstatt2012WiltingerTrockenRiesling(Mosel)";"";2012;"Germany"
"LeonardKreusch2012BernkastelerKurfürstlaySpätleseRiesling(Mosel)";"Germany";85;15;"LeonardKreusch2012BernkastelerKurfürstlaySpätleseRiesling(Mosel)";"";2012;"Germany"
"LeonardKreusch2012PiesporterMichelsbergKabinettRiesling(Mosel)";"Germany";85;14;"LeonardKreusch2012PiesporterMichelsbergKabinettRiesling(Mosel)";"";2012;"Germany"
"RobertWeil2012KiedrichGräfenbergSpätleseRiesling(Rheingau)";"Germany";94;92;"RobertWeil2012KiedrichGräfenbergSpätleseRiesling(Rheingau)";"";2012;"Germany"
"RobertWeil2012KiedrichTurmbergSpätleseRiesling(Rheingau)";"Germany";94;92;"RobertWeil2012KiedrichTurmbergSpätleseRiesling(Rheingau)";"";2012;"Germany"
"ReichsgrafvonKesselstatt2012ScharzhofbergerGLSpätleseRiesling(Mosel)";"Germany";94;45;"ReichsgrafvonKesselstatt2012ScharzhofbergerGLSpätleseRiesling(Mosel)";"Editors’Choice";2012;"Germany"
"DomdechantWerner2012HochheimerDomdechaneySpätleseRiesling(Rheingau)";"Germany";93;35;"DomdechantWerner2012HochheimerDomdechaneySpätleseRiesling(Rheingau)";"";2012;"Germany"
"AugustKesseler2012RüdesheimBergSchlossbergQualitätsweinGrossesGewächsTrockenRiesling(Rheingau)";"Germany";93;77;"AugustKesseler2012RüdesheimBergSchlossbergQualitätsweinGrossesGewächsTrockenRiesling(Rheingau)";"";2012;"Germany"
"BischöflicheWeingüterTrier2012ScharzhofbergerSpätleseRiesling(Mosel)";"Germany";93;30;"BischöflicheWeingüterTrier2012ScharzhofbergerSpätleseRiesling(Mosel)";"";2012;"Germany"
"MaximinGrünhäuser2012AbtsbergSpätleseRiesling(Mosel)";"Germany";93;45;"MaximinGrünhäuser2012AbtsbergSpätleseRiesling(Mosel)";"";2012;"Germany"
"AugustKesseler2012RüdesheimBergRoseneckQualitätsweinGrossesGewächsTrockenRiesling(Rheingau)";"Germany";92;69;"AugustKesseler2012RüdesheimBergRoseneckQualitätsweinGrossesGewächsTrockenRiesling(Rheingau)";"";2012;"Germany"
"SchlossSaarstein2012SerrigSchlossSaarsteinerSpätleseRiesling(Mosel)";"Germany";92;38;"SchlossSaarstein2012SerrigSchlossSaarsteinerSpätleseRiesling(Mosel)";"";2012;"Germany"
"FritzHaag2012BraunebergerJufferAusleseRiesling(Mosel)";"Germany";92;46;"FritzHaag2012BraunebergerJufferAusleseRiesling(Mosel)";"";2012;"Germany"
"FritzHaag2012BraunebergerJufferSonnenuhrSpätleseRiesling(Mosel)";"Germany";91;44;"FritzHaag2012BraunebergerJufferSonnenuhrSpätleseRiesling(Mosel)";"";2012;"Germany"
"PrinzSalm2012BergRoxheimGrosseLageSpätleseRiesling(Nahe)";"Germany";91;49;"PrinzSalm2012BergRoxheimGrosseLageSpätleseRiesling(Nahe)";"";2012;"Germany"
"St.Urbans-Hof2012NikWeisWiltingerAlteRebenOrtsweinKabinettFeinherbRiesling(Mosel)";"Germany";91;19;"St.Urbans-Hof2012NikWeisWiltingerAlteRebenOrtsweinKabinettFeinherbRiesling(Mosel)";"";2012;"Germany"
"St.Urbans-Hof2012PiesporterGoldtröpfchenErsteLageSpätleseRiesling(Mosel)";"Germany";91;42;"St.Urbans-Hof2012PiesporterGoldtröpfchenErsteLageSpätleseRiesling(Mosel)";"";2012;"Germany"
"ReichsgrafvonKesselstatt2012PiesporterGoldtröpfchenGLSpätleseRiesling(Mosel)";"Germany";91;46;"ReichsgrafvonKesselstatt2012PiesporterGoldtröpfchenGLSpätleseRiesling(Mosel)";"";2012;"Germany"
"PrinzSalm2012GrünschieferRiesling(Nahe)";"Germany";91;41;"PrinzSalm2012GrünschieferRiesling(Nahe)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenMüller-Burggraef)2012EstateFeinherbRiesling(Mosel)";"Germany";91;20;"Dr.H.Thanisch(ErbenMüller-Burggraef)2012EstateFeinherbRiesling(Mosel)";"";2012;"Germany"
"St.Urbans-Hof2012OckfenerBocksteinZickelgartenErsteLageSpätleseRiesling(Mosel)";"Germany";91;75;"St.Urbans-Hof2012OckfenerBocksteinZickelgartenErsteLageSpätleseRiesling(Mosel)";"";2012;"Germany"
"Dr.Loosen2012WehlenerSonnenuhrKabinettRiesling(Mosel)";"Germany";91;28;"Dr.Loosen2012WehlenerSonnenuhrKabinettRiesling(Mosel)";"";2012;"Germany"
"FritzHaag2012BraunebergerJufferSonnenuhrSpätlese#14Riesling(Mosel)";"Germany";91;NA;"FritzHaag2012BraunebergerJufferSonnenuhrSpätlese#14Riesling(Mosel)";"";2012;"Germany"
"VillaHuesgen2012TrabenerWürzgartenSchieferTockenRiesling(Mosel)";"Germany";91;35;"VillaHuesgen2012TrabenerWürzgartenSchieferTockenRiesling(Mosel)";"";2012;"Germany"
"FritzHaag2012BraunebergerJufferSonnenuhrAusleseRiesling(Mosel)";"Germany";91;56;"FritzHaag2012BraunebergerJufferSonnenuhrAusleseRiesling(Mosel)";"";2012;"Germany"
"RobertWeil2012KiedrichGräfenbergGGTrockenRiesling(Rheingau)";"Germany";91;92;"RobertWeil2012KiedrichGräfenbergGGTrockenRiesling(Rheingau)";"";2012;"Germany"
"Johannishof2012ChartaRiesling(Rheingau)";"Germany";90;24;"Johannishof2012ChartaRiesling(Rheingau)";"";2012;"Germany"
"Dr.PaulyBergweiler2012WehlenerSonnenuhrKabinettRiesling(Mosel)";"Germany";90;26;"Dr.PaulyBergweiler2012WehlenerSonnenuhrKabinettRiesling(Mosel)";"";2012;"Germany"
"RobertWeil2012TraditionSpätleseRiesling(Rheingau)";"Germany";90;40;"RobertWeil2012TraditionSpätleseRiesling(Rheingau)";"";2012;"Germany"
"SchlossVollrads2012KabinettRiesling(Rheingau)";"Germany";90;25;"SchlossVollrads2012KabinettRiesling(Rheingau)";"";2012;"Germany"
"Dr.Heidemanns-Bergweiler2012WehlenerKlosterbergKabinettRiesling(Mosel)";"Germany";90;15;"Dr.Heidemanns-Bergweiler2012WehlenerKlosterbergKabinettRiesling(Mosel)";"BestBuy";2012;"Germany"
"PrinzSalm2012RotschieferTrockenRiesling(Nahe)";"Germany";90;41;"PrinzSalm2012RotschieferTrockenRiesling(Nahe)";"";2012;"Germany"
"FritzHaag2012BraunebergerTrockenRiesling(Mosel)";"Germany";90;32;"FritzHaag2012BraunebergerTrockenRiesling(Mosel)";"";2012;"Germany"
"Dr.Nägler2012RüdesheimerHalbtrockenRiesling(Rheingau)";"Germany";90;16;"Dr.Nägler2012RüdesheimerHalbtrockenRiesling(Rheingau)";"";2012;"Germany"
"Dr.PaulyBergweiler2012DryRiesling(Mosel)";"Germany";90;15;"Dr.PaulyBergweiler2012DryRiesling(Mosel)";"BestBuy";2012;"Germany"
"Dr.Fischer2012SteinbockRiesling(Mosel)";"Germany";90;16;"Dr.Fischer2012SteinbockRiesling(Mosel)";"";2012;"Germany"
"Dr.Heidemanns-Bergweiler2012GraacherHimmelreichKabinettRiesling(Mosel)";"Germany";90;20;"Dr.Heidemanns-Bergweiler2012GraacherHimmelreichKabinettRiesling(Mosel)";"";2012;"Germany"
"FritzHaag2012BraunebergerJufferSpätleseRiesling(Mosel)";"Germany";90;38;"FritzHaag2012BraunebergerJufferSpätleseRiesling(Mosel)";"";2012;"Germany"
"Johannishof2012JohannisbergVKabinettRiesling(Rheingau)";"Germany";90;26;"Johannishof2012JohannisbergVKabinettRiesling(Rheingau)";"";2012;"Germany"
"SchlossSaarstein2012SerrigSchlossSaarsteinerKabinettRiesling(Mosel)";"Germany";90;27;"SchlossSaarstein2012SerrigSchlossSaarsteinerKabinettRiesling(Mosel)";"";2012;"Germany"
"ReichsgrafvonKesselstatt2012ScharzofbergerGLKabinettRiesling(Mosel)";"Germany";90;31;"ReichsgrafvonKesselstatt2012ScharzofbergerGLKabinettRiesling(Mosel)";"";2012;"Germany"
"BaronKnyphausen2012KiedrichOrtslageKabinettFeinherbRiesling(Rheingau)";"Germany";90;31;"BaronKnyphausen2012KiedrichOrtslageKabinettFeinherbRiesling(Rheingau)";"";2012;"Germany"
"Dr.Heidemanns-Bergweiler2012DryRiesling(Mosel)";"Germany";90;15;"Dr.Heidemanns-Bergweiler2012DryRiesling(Mosel)";"BestBuy";2012;"Germany"
"Nebel2012Riesling(Rheinhessen)";"Germany";89;11;"Nebel2012Riesling(Rheinhessen)";"BestBuy";2012;"Germany"
"Dr.Fischer2012OckfenerBocksteinRiesling(Mosel)";"Germany";89;15;"Dr.Fischer2012OckfenerBocksteinRiesling(Mosel)";"";2012;"Germany"
"Friedrich-Wilhelm-Gymnasium2012GraacherHimmelreichKabinettRiesling(Mosel)";"Germany";89;22;"Friedrich-Wilhelm-Gymnasium2012GraacherHimmelreichKabinettRiesling(Mosel)";"";2012;"Germany"
"FritzHaag2012TrockenRiesling(Mosel)";"Germany";89;22;"FritzHaag2012TrockenRiesling(Mosel)";"";2012;"Germany"
"PrinzvonHessen2012RoyalKabinettRiesling(Rheingau)";"Germany";89;25;"PrinzvonHessen2012RoyalKabinettRiesling(Rheingau)";"";2012;"Germany"
